objectid,parentid,title,creator,date,era,description,subject,publisher,source,relation,hasVersion,type,format,extent,language,rights,license,isPartOf,isReferencedBy,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
abb18975,,Die Region Basel 1648,Stadt.Geschichte.Basel Q122442230,,Neuzeit,"Infolge des Westfälischen Friedens verlor Habsburg den Sundgau an Frankreich. Fortan grenzte französisches Territorium unmittelbar an die Stadtgrenze. Der Oberrhein und die Waldstädte blieben aber Teil Vorderösterreichs, sodass sich eine komplexe, für Basel gleichermassen gefährliche wie chancenreiche Gemengelage ergab.",Krieg; Stadt,"Salvisberg, André u. a.; Christoph Merian Verlag (Hg.): Historischer Atlas der Region Basel. Geschichte der Grenzen, Basel 2010, S. 73",,,,http://purl.org/dc/dcmitype/Image,application/pdf,1654x1625 / 968x410,,"CC BY-SA 4.0, Camillo Kohli, Kohlikartografie
Quelle: Salvisberg 2010, S. 73; Kohli Kartografie.
Bearbeitung: Nico Görlich / Moritz Twente",https://creativecommons.org/licenses/by-sa/4.0/,4,58,compound_object,,,,,
abb18975_0,abb18975,,Stadt.Geschichte.Basel Q122442230,,Neuzeit,"Infolge des Westfälischen Friedens verlor Habsburg den Sundgau an Frankreich. Fortan grenzte französisches Territorium unmittelbar an die Stadtgrenze. Der Oberrhein und die Waldstädte blieben aber Teil Vorderösterreichs, sodass sich eine komplexe, für Basel gleichermassen gefährliche wie chancenreiche Gemengelage ergab.",Krieg; Stadt,"Salvisberg, André u. a.; Christoph Merian Verlag (Hg.): Historischer Atlas der Region Basel. Geschichte der Grenzen, Basel 2010, S. 73",,,,http://purl.org/dc/dcmitype/Image,application/pdf,1654x1625 / 968x410,,"CC BY-SA 4.0, Camillo Kohli, Kohlikartografie
Quelle: Salvisberg 2010, S. 73; Kohli Kartografie.
Bearbeitung: Nico Görlich / Moritz Twente",https://creativecommons.org/licenses/by-sa/4.0/,4,58,pdf,https://omeka.unibe.ch/files/original/459fb00ccad71ad1324c0e156086441c61b35a8e.pdf,,,,
abb18975_1,abb18975,,Stadt.Geschichte.Basel Q122442230,,Neuzeit,"Infolge des Westfälischen Friedens verlor Habsburg den Sundgau an Frankreich. Fortan grenzte französisches Territorium unmittelbar an die Stadtgrenze. Der Oberrhein und die Waldstädte blieben aber Teil Vorderösterreichs, sodass sich eine komplexe, für Basel gleichermassen gefährliche wie chancenreiche Gemengelage ergab.",Krieg; Stadt,"Salvisberg, André u. a.; Christoph Merian Verlag (Hg.): Historischer Atlas der Region Basel. Geschichte der Grenzen, Basel 2010, S. 73",,,,http://purl.org/dc/dcmitype/Image,application/pdf,1654x1625 / 968x410,,"CC BY-SA 4.0, Camillo Kohli, Kohlikartografie
Quelle: Salvisberg 2010, S. 73; Kohli Kartografie.
Bearbeitung: Nico Görlich / Moritz Twente",https://creativecommons.org/licenses/by-sa/4.0/,4,58,pdf,https://omeka.unibe.ch/files/original/67d5a8a4ab15219dc20b3d97dff48f2af09a4e3a.pdf,,,,
abb19004,,"Anonym, Porträt von Johann Rudolf Wettstein, 18. Jahrhundert",Emanuel Büchel Q117083,1746,Neuzeit,"Die Markgrafen von Baden-Durlach waren seit dem 14. Jahrhundert in der Stadt präsent. Im Zuge des Pfälzischen Erbfolgekriegs (1688–1697) verlegte Markgraf Friedrich VII. Magnus 1689 seinen Wohnsitz für einige Jahrzehnte nach Basel. Nach einem Brand seines Hauses liess er um 1700 seine Besitzungen an der Hebelstrasse zu einem barocken Stadtpalais von eindrücklichen und das Stadtbild in der Folgezeit noch lange prägenden
Ausmassen ausbauen.",Architektur; Stadt; Krieg,Staatsarchiv Basel-Stadt,StABS NEG A 4246,https://dls.staatsarchiv.bs.ch/records/919276,,http://purl.org/dc/dcmitype/Image,image/tiff,7360x4912,,"Bilddaten gemeinfrei - StABS
StABS, NEG A 4246",https://creativecommons.org/publicdomain/mark/1.0/,4,59,image,,https://omeka.unibe.ch/files/large/96d12fb8457838a9a220e5aa0bce8b7a48ffd817.jpg,https://omeka.unibe.ch/files/large/96d12fb8457838a9a220e5aa0bce8b7a48ffd817.jpg,,
abb19033,,"Emanuel Büchel, ‹Lage von Klein Hüningen›, 1749",Emanuel Büchel Q117083,1749~,Neuzeit,"Unmittelbar vor den Toren der Stadt zeigt Emanuel Büchel die Festung Hüningen. Sie wurde zwischen 1679 und 1691 nach Plänen des berühmten französischen Festungsbauers Sébastien Le Prestre de Vauban (1633–1707) errichtet und bestand, dem zeitgenössischen Ideal entsprechend, aus einem Pentagon mit fünf Bastionen.",Stadt; Architektur,Staatsarchiv Basel-Stadt,"StABS BILD Falk. D 15, 1",https://dls.staatsarchiv.bs.ch/records/564951,,http://purl.org/dc/dcmitype/Image,image/tiff,8127x7191,Deutsch,"Bilddaten gemeinfrei - StABS
StABS, BILD Falk. D 15, 1",https://creativecommons.org/publicdomain/mark/1.0/,4,60,image,,https://omeka.unibe.ch/files/large/462bfca138185176bc3e21198c69b48a41236ec0.jpg,https://omeka.unibe.ch/files/large/462bfca138185176bc3e21198c69b48a41236ec0.jpg,,
abb24773,,"Titelblatt der ‹Dissertatio medica de Nostalgia, oder Heimwehe› von Johannes Hofer, 1688",Johann Jakob Harder Q125241,1688,Neuzeit,"Mit Heimweh verbindet man heute ein trauriges Gefühl, das uns in der Fremde als Sehnsucht nach der Heimat befallen kann. Um 1800 galt Heimweh hingegen als eine schwere, letztlich tödliche Krankheit, die in der Medizin unter dem Fachbegriff der ‹Nostalgia› diskutiert wurde und in Literatur und Kultur sehr präsent war. Anders als etwa Hysterie oder Melancholie reicht die ‹Nostalgia› als psychosomatisches Krankheitsbild nicht in die Antike zurück, sondern wurde Ende des 17. Jahrhunderts in einer Basler Dissertation erstmals wissenschaftlich behandelt. Dass der Heimweh-Begriff seine Prägung in Basel fand, ist kein Zufall, galt doch Heimweh zeitgenössisch als Schweizer Krankheit, die besonders im Umfeld der eidgenössischen Söldner in Europa auftrat.",Heimat; Krankheit; Literatur; Kultur; Wissenschaft,Universitätsbibliothek Basel,UBH Basel Diss 45:2,"UB Basel / Dissertatio medica de nostalgia, oder Heimwehe (e-rara.ch)",,http://purl.org/dc/dcmitype/Image,image/jpeg,1676x2212,Latein,"Public Domain Mark
UB Basel, UBH Diss 45:2",https://creativecommons.org/publicdomain/mark/1.0/,4,61,image,,https://omeka.unibe.ch/files/large/7d769f5371dc8eb9a3d9e07c33188cdf7bc8c4c6.jpg,https://omeka.unibe.ch/files/large/7d769f5371dc8eb9a3d9e07c33188cdf7bc8c4c6.jpg,,
abb18947,,Porträt von Johann Rudolf Wettstein,Anonym,17XX,Neuzeit,"Der Basler Bürgermeister Johann Rudolf Wettstein wurde schon von seinen Zeitgenossen verehrt. Für seine Verdienste stifteten ihm Basler Kaufmannsfamilien den berühmten Wettstein-Pokal, und Kaiser Ferdinand III. verlieh ihm 1653 den Adelstitel. Auf dem Porträt aus der zweiten Hälfte des 18. Jahrhunderts ist er mit der Dokumentensammlung zu seiner Mission in Westfalen sowie mit dem Gnadenpfennig des Kaisers zu sehen.",Stadt; Gesellschaft,Dokumentationsstelle Riehen,LAC AG Basel,Nicht im Online-Katalog verzeichnet; Katalogisiert im Ausstellungsband zu Wettstein (Dok Stelle Riehen),,http://purl.org/dc/dcmitype/Image,image/tiff,4043x4982,,"In Copyright, Jean Jacques Nobs
Dokumentationsstelle Riehen / LAC AG Basel,
Foto Jean-Jacques Nobs",https://rightsstatements.org/page/InC/1.0/,4,62,record,,,,,
abb19156,,"Johann Rudolf Huber, Hinrichtung von Johannes Fatio, Konrad Mosis und Johann Müller, um 1700",Johann Rudolf Huber Q124904,1700~,Neuzeit,Mit der Hinrichtung des Arztes Johannes Fatio und zweier weiterer Anführer beendete die Obrigkeit die grosse Verfassungskrise von 1691.,Tod; Gewalt; Gesetz,Historisches Museum Basel,HMB 1920/30,Nicht im Onlinekatalog verzeichnet,,http://purl.org/dc/dcmitype/Image,image/tiff,7088x5445,,"CC BY-SA 4.0, Andreas Niemz
HMB, Inv. 1920/30, Foto Andreas Niemz",https://creativecommons.org/licenses/by-sa/4.0/,4,63,image,,https://omeka.unibe.ch/files/large/9c63322d68c118a932887a3a88ba5883d76bdeeb.jpg,https://omeka.unibe.ch/files/large/9c63322d68c118a932887a3a88ba5883d76bdeeb.jpg,,
abb19335,,"Anonym, Porträt von Salome Schönauer, 2. Hälfte 17. Jahrhundert",Anonym,1660/1691,Neuzeit,"Salome Schönauer (1640–1691), die Ehefrau des Oberstzunftmeisters Christoph Burckhardt, wurde während der Unruhen von 1690/91 beschuldigt, mit ihren Helferinnen die Karrieren ihrer Ehemänner und Söhne mit illegalen Absprachen und Bestechungen gefördert und ein eigentliches ‹Weiberregiment› errichtet zu haben. Wegen ‹Praktizierens› wurde sie zu einer hohen Busse und langjährigem Hausarrest verurteilt.",Diskriminierung; Frauen; Politik; Hierarchie,Universitätsbibliothek Basel,"UBH Portr BS Schoenauer S 1640, 1",https://ub-portraets.ub.unibas.ch/de/detail/portraets_9948567550105504,https://ub-test-iiifpresentation.ub.unibas.ch/portraets/9948567550105504/manifest/,http://purl.org/dc/dcmitype/Image,image/tiff,4677x4087,,"Public Domain Mark
UB Basel, UBH Portr BS Schoenauer S 1640, 1",https://creativecommons.org/publicdomain/mark/1.0/,4,64,image,,https://omeka.unibe.ch/files/large/5bcaba4f2a63c0c69c5026b967729e357d733695.jpg,https://omeka.unibe.ch/files/large/5bcaba4f2a63c0c69c5026b967729e357d733695.jpg,,
abb19377,,"Johann Rudolf Huber, Christoph Burckhardt, 1683",Johann Rudolf Huber Q124904,1684,Neuzeit,"Salome Schönauer (1640–1691), die Ehefrau des Oberstzunftmeisters Christoph Burckhardt, wurde während der Unruhen von 1690/91 beschuldigt, mit ihren Helferinnen die Karrieren ihrer Ehemänner und Söhne mit illegalen Absprachen und Bestechungen gefördert und ein eigentliches ‹Weiberregiment› errichtet zu haben. Wegen ‹Praktizierens› wurde sie zu einer hohen Busse und langjährigem Hausarrest verurteilt.",Diskriminierung; Frauen; Politik; Hierarchie,Universitätsbibliothek Basel,"UBH Portr BS Burckhardt C 1631, 2c. UBH, UBH Portr BS Burckhardt C 1631, 2b. UBH, UBH Portr BS Burckhardt C 1631, 2a. UBH",https://ub-portraets.ub.unibas.ch/de/detail/portraets_9944474140105504,,http://purl.org/dc/dcmitype/Image,image/tiff,6142x6142,,"Public Domain Mark
UB Basel, UBH Portr BS Burckhardt C 1631, 2c",https://creativecommons.org/publicdomain/mark/1.0/,4,65,image,,https://omeka.unibe.ch/files/large/cc9de6995ac20fccd6fef96e05a4455a2b0ec42a.jpg,https://omeka.unibe.ch/files/large/cc9de6995ac20fccd6fef96e05a4455a2b0ec42a.jpg,,
abb13268,,"Hans Heinrich Glaser, ‹vornehme Weiber [...] sampt den mägten [...]›, Kostümfolge, 1634",Hans Heinrich Glaser Q38021812,1634,Neuzeit,"In seinem Kostümbuch zeigt Glaser die Kleidung der verschiedenen Stände. Auf dem Bild sind Frauen aus der Oberschicht mit Gesichtsschleier auf dem Weg zur Kirche zu sehen, während ihre Mägde im Hintergrund an den Hüten als ledige Frauen zu erkennen sind.",Mode; Frauen; Hierarchie,Universitätsbibliothek Basel,UBH Falk 1464,https://www.e-rara.ch/bau_1/content/zoom/1679743,,http://purl.org/dc/dcmitype/Image,image/tiff,2055x2587,,"Public Domain Mark
UB Basel, UBH Falk 1464, S. 33(34)",https://creativecommons.org/publicdomain/mark/1.0/,4,66,image,,https://omeka.unibe.ch/files/large/5c10ad4405a903a606befa41fcacdf119a99ce63.jpg,https://omeka.unibe.ch/files/large/5c10ad4405a903a606befa41fcacdf119a99ce63.jpg,,
abb13296,,‹vornehme Burger›,Hans Heinrich Glaser Q38021812,1634,Neuzeit,In seinem Kostümbuch zeigt Glaser die Kleidung der verschiedenen Stände. Die Männer auf dem Bild lassen sich anhand ihrer Kleidung der Basler Elite zuordnen.,Gesellschaft; Mode; Hierarchie,Universitätsbibliothek Basel,UBH Falk 1464,https://www.e-rara.ch/bau_1/content/zoom/1679732,,http://purl.org/dc/dcmitype/Image,image/tiff,2055x2587,,"Public Domain Mark
UB Basel, UBH Falk 1464, S. 22(23)",https://creativecommons.org/publicdomain/mark/1.0/,4,67,image,,https://omeka.unibe.ch/files/large/aa8cb54110e6451c659e26d0799fc05cbe1e04af.jpg,https://omeka.unibe.ch/files/large/aa8cb54110e6451c659e26d0799fc05cbe1e04af.jpg,,
abb14179,,"Standeseinteilung, Basel 1637/38",,1637/1638,Neuzeit,"Die Aufwandgesetze sahen in Basel drei Klassen von
Stadtbewohnern vor (Angaben nach Calvi 2018, S. 263).",Hierarchie; Gesellschaft; Stadt,"Calvi, Sonia: «Zur inspection und handhabung der angestelten reformation». Die Basler
Reformationsherren im 17. und 18. Jahrhundert, in: Basler Zeitschrift für Geschichte
und Altertumskunde 118, 2018, S. 263",,,,http://purl.org/dc/dcmitype/Image,application/pdf,,,"Public Domain
Quelle: Calvi 2018, S. 263",https://creativecommons.org/publicdomain/mark/1.0/,4,68,record,,,,,
abb13387,,"Alexander Roslin, Porträt von Margaretha Bachofen-Heitz, 1766",Alexander Roslin Q315102,1766,Neuzeit,"Margaretha Bachofen-Heitz (1735–1780), die Gattin eines Basler Seidenbandfabrikanten, und der Fabrikant Daniel Hey liessen sich beide in luxuriös-modischer Kleidung porträtieren, wie sie für die neue Elite der Kaufleute-Fabrikanten im 18. Jahrhundert typisch war. Sie trägt ein elegantes Seidenkleid mit Schleifen- und Pelzverzierung, er einen modisch-legeren Hausmantel mit gestreifter Weste aus Indienne-Stoff und hält in der Hand eine Schnupftabakdose.",Ehe; Mode; Hierarchie,Archäologie und Museum Baselland,K1 3396,"Malerei | Porträt Margaretha Bachofen-Heitz von Roslin, Alexander Kooperationinitiative Museen Baselland, Switzerland - CC BY-SA. https://www.europeana.eu/item/2058611/_kimbl_2d5242d6_9d23_4ed2_9617_a0dba7fe5fea",,http://purl.org/dc/dcmitype/Dataset,image/tiff,918x1280,,"In Copyright, Serge Hasenböhler
Archäologie und Museum Baselland, Inv.
K1.3396, Foto Serge Hasenböhler",https://rightsstatements.org/page/InC/1.0/,4,69,record,,,,,
abb13470,,"Anonym, Porträt von Daniel Hey, 1775",Anonym,1775,Neuzeit,"Margaretha Bachofen-Heitz (1735–1780), die Gattin eines Basler Seidenbandfabrikanten, und der Fabrikant Daniel Hey liessen sich beide in luxuriös-modischer Kleidung porträtieren, wie sie für die neue Elite der Kaufleute-Fabrikanten im 18. Jahrhundert typisch war. Sie trägt ein elegantes Seidenkleid mit Schleifen- und Pelzverzierung, er einen modisch-legeren Hausmantel mit gestreifter Weste aus Indienne-Stoff und hält in der Hand eine Schnupftabakdose.",Ehe; Mode; Hierarchie,Historisches Museum Basel,HMB Inv.1937.29,https://www.hmb.ch/museen/sammlungsobjekte/einzelansicht/s/portraet-des-daniel-hey/,,http://purl.org/dc/dcmitype/Image,image/jpeg,4094x5197,,"CC BY-SA 4.0, Peter Portner
HMB, Inv. 1937.29, Foto Peter Portner",https://creativecommons.org/licenses/by-sa/4.0/,4,70,image,,https://omeka.unibe.ch/files/large/a7078102eeb725bceaeba9dad7bec716dbf5af71.jpg,https://omeka.unibe.ch/files/large/a7078102eeb725bceaeba9dad7bec716dbf5af71.jpg,,
abb13522,,"Johann Rudolf Huber, Basler Trachten von Anno 1600, 18. Jahrhundert",Johann Rudolf Huber Q124904,17XX,Neuzeit,"Der ‹Sturz› diente den verheirateten Basler Frauen als Kirchenschleier. Er symbolisierte die eheliche Ordnung und war zugleich ein Privileg der Frauen der oberen Stände. Klagen von Frauen, die aus finanziellen oder gesundheitlichen Gründen keinen ‹Sturz› tragen wollten, wies der Rat ab. Erst im späten 18. Jahrhundert änderte er diese Politik.",Mode; Politik; Frauen; Ehe; Hierarchie; Diskriminierung,Universitätsbibliothek Basel,UBH Falk 1466:23,https://www.e-rara.ch/bau_1/content/zoom/1615587,,http://purl.org/dc/dcmitype/Image,image/jpeg,1713x2362,,"Public Domain Mark
UB Basel, UBH Falk 1466:23",https://creativecommons.org/publicdomain/mark/1.0/,4,71,image,,https://omeka.unibe.ch/files/large/d0c34f0b58acf767edce7d3487f73acbcf1220eb.jpg,https://omeka.unibe.ch/files/large/d0c34f0b58acf767edce7d3487f73acbcf1220eb.jpg,,
abb13541,,"Anonym, Auszug aus dem Stammbuch der Falkner, 1690",Anonym,1690,Neuzeit,"Das Beispiel der Männer der Familie Wittnauer-Falkner zeigt, wie die Kleidung den Wandel vom Kind zum Mann markierte: Hosen statt Röcklein, Dolch und Degen statt Steckenpferd und Windrad, ein Barett für die ledigen jungen Männer und ein Federhut für das Familienoberhaupt.",Familie; Mode; Kinder,Staatsarchiv Basel-Stadt,StABS PA445a 2,https://dls.staatsarchiv.bs.ch/records/495643,,http://purl.org/dc/dcmitype/Image,image/tiff,3827x1775,,"Bilddaten gemeinfrei - StABS
StABS, PA 445a 2",https://creativecommons.org/publicdomain/mark/1.0/,4,72,image,,https://omeka.unibe.ch/files/large/3abe0f95957a57d1c9ddbfe1d0118f6f553d6d19.jpg,https://omeka.unibe.ch/files/large/3abe0f95957a57d1c9ddbfe1d0118f6f553d6d19.jpg,,
abb13386,,"Hans Heinrich Glaser, ‹der bättler vogt› [Bettelvogt], Kostümfolge, 1634",Hans Heinrich Glaser Q38021812,1634,Neuzeit,"Ein Amtszeichen mit Bettelstab kennzeichnete den Bettelvogt als Amtsträger. Er hatte die Aufgabe, die Einhaltung der Bettel- und Almosenordnung zu überwachen, die Armen zu kontrollieren und mit falschen Bettelbriefen ausgestattete Betrüger und
Betrügerinnen zu entlarven. Die Bettelvögte wurden in der Regel aus den unteren Schichten rekrutiert. Sie kannten also die Lebensumstände der Bettelnden und
hatten zugleich das Bedürfnis, sich von diesen 
abzugrenzen.",Armut; Stadt; Diskriminierung; Gesetz; Gesellschaft; Hierarchie,Universitätsbibliothek Basel,UBH Falk 1464,https://doi.org/10.3931/e-rara-5490 (S. 56),,http://purl.org/dc/dcmitype/Image,image/tiff,2055x2587,,"Public Domain Mark
UB Basel, UBH Falk 1464, S. 56(57)",https://creativecommons.org/publicdomain/mark/1.0/,4,73,image,,https://omeka.unibe.ch/files/large/4e9b80afe48c1aabeb2fcef20d59dcad9e76032e.jpg,https://omeka.unibe.ch/files/large/4e9b80afe48c1aabeb2fcef20d59dcad9e76032e.jpg,,
abb13562,,"Almosenbüchse, 1. Viertel 16. Jahrhundert",,1500/1525,Neuzeit,"Vor der Reformation standen in den Kirchen Büchsen, mit denen für durchreisende Pilger
gesammelt wurde.",Armut; Stadt; Kirche,Historisches Museum Basel,HMB Inv. 1875.31.c,https://www.hmb.ch/museen/sammlungsobjekte/einzelansicht/s/almosenbuechse/,,http://purl.org/dc/dcmitype/Image,image/tiff,3209x4903,,"CC BY-SA 4.0, Peter Portner
HMB, Inv. 1875.31.c, Foto Peter Portner",https://creativecommons.org/licenses/by-sa/4.0/,4,75,image,,https://omeka.unibe.ch/files/large/7f24ce29440d2d4097a5eb8cd64e7fd99f98a503.jpg,https://omeka.unibe.ch/files/large/7f24ce29440d2d4097a5eb8cd64e7fd99f98a503.jpg,,
abb13751,,"Johann Sixt Ringle, Innenansicht des Basler Münsters (Detail), 1650",Johann Sixt Ringle,1650,Neuzeit,"Im nachreformatorischen Münster wurde in der Mitte der Kirche ein Opferstock mit Heischebild aufgestellt, auf dem es hiess: «Gebt um Gott’s Willen den Armen, so will sich Gott auch Euer erbarmen». Der Sigrist ging mit dem Sammelbeutel umher und sorgte für Ruhe und Ordnung.",Architektur; Kirche,Historisches Museum Basel,HMB Inv. 1906.3238,https://www.hmb.ch/museen/sammlungsobjekte/einzelansicht/s/innenansicht-des-basler-muensters-mit-blick-gegen-den-chor/,,http://purl.org/dc/dcmitype/Image,image/tiff,2518x3173,,"CC BY-SA 4.0, Maurice Babey
HMB, Inv. 1906.3238, Foto Maurice Babey",https://creativecommons.org/licenses/by-sa/4.0/,4,74,image,,https://omeka.unibe.ch/files/large/83ebff3f92ba4e49d8f7225007a72872f5097d5b.jpg,https://omeka.unibe.ch/files/large/83ebff3f92ba4e49d8f7225007a72872f5097d5b.jpg,,
abb24798,,Anzeige im Avis-Blatt vom 3. Juni 1745,,1745,Neuzeit,"Eine Stadt voller Menschen ist zugleich eine Stadt voller Tiere. Im frühneuzeitlichen Basel wurde eine grosse Anzahl von ihnen gehalten – zunächst wegen ihrer Nützlichkeit, ja Unentbehrlichkeit für verschiedene Zwecke, von Ernährung und Transport (Geflügel und Huftiere) bis hin zu Schutz und Schädlingsbekämpfung (Hunde und Katzen). Besonders beim Blick in das seit 1729 wöchentlich erscheinende Anzeigenblatt, das Avis-Blatt, wird aber auch deutlich: Tiere waren ganz allgemein ein wichtiger Aspekt bürgerlicher Wohn-, Lebens- und Konsumkultur, Gegenstand eigener Ökonomien, die einigen Baslerinnen und Baslern (und manchen Durchreisenden) ein Einkommen sicherten.",Stadt; Tier; Ernährung; Wohnen; Kultur,Universitätsbibliothek Basel,"UBH Avis-Blatt, Nr. 22, 3.6.1745",,,http://purl.org/dc/dcmitype/Image,image/png,1029x339,Deutsch,"In Copyright
UB Basel, UBH Avis-Blatt, Nr. 22, 3.6.1745, S. 101",https://rightsstatements.org/page/InC/1.0/,4,76,record,,,,,
abb24522,,"Darstellung aus der Serie ‹Basslerische Ausruff-Bilder› von David Herrrliberger, 1749",David Herrrliberger,1749,Neuzeit,"Basslerische Ausruff-Bilder, vorstellende diejenige Personen, welche in Basel allerhand so wol verkäuffliche, als andere Sachen, mit der gewohnlichen Land- und Mund-Art ausruffen: in 52. sauber in Kupfer gestochenen Figuren, mit hochdeutschen Versen von verschiedenen Einfällen nach der uralten Reimkunst begleitet",Stadt,Universitätsbibliothek Basel,UB Falk 1471,https://www.e-rara.ch/bau_1/content/zoom/5186770,,http://purl.org/dc/dcmitype/Image,image/jpeg,2758x1818,,"Public Domain Mark
UB Basel, UBH Falk 1471",https://creativecommons.org/publicdomain/mark/1.0/,4,77,image,,https://omeka.unibe.ch/files/large/1a3f20ea67b6a3f531f930a3145646288ed6001f.jpg,https://omeka.unibe.ch/files/large/1a3f20ea67b6a3f531f930a3145646288ed6001f.jpg,,
abb14069,,"Anonym, Basler Harschier überprüft einen Mann, ca. 1770/1780",Anonym,1770/1780,Neuzeit,"Die nackten Füsse und die kurzen Hosen verraten ihn: Der junge
Mann, dessen Passierschein von einem Harschier überprüft wird, ist ein Bettler oder
Landstreicher. Als solcher stand er stets im Verdacht, kriminelle Handlungen vorzubereiten oder bereits durchgeführt zu haben. Die Einheit der Harschierer war 1744
eingerichtet worden. Sie hatte die Aufgabe, «Strolchen-Gesind» aufzuspüren, zu kontrollieren und gegebenenfalls auszuweisen.",Stadt; Armut; Militär; Diskriminierung,Historisches Museum Basel,HMB Inv. 1913.80,https://www.hmb.ch/museen/sammlungsobjekte/einzelansicht/s/basler-harschier-einen-mann-ueberpruefend/,,http://purl.org/dc/dcmitype/Image,image/jpeg,3065x4038,,"CC BY-SA 4.0, Peter Portner
HMB, Inv. 1913.80, Foto Peter Portner",https://creativecommons.org/licenses/by-sa/4.0/,4,78,image,,https://omeka.unibe.ch/files/large/54452f15579b8659aabd4c39e5bb6b9790e7abd5.jpg,https://omeka.unibe.ch/files/large/54452f15579b8659aabd4c39e5bb6b9790e7abd5.jpg,,
abb13897,,"Basler Brandmarkeisen, 17. Jahrhundert",,16XX,Neuzeit,"Das Basler Wappen war ein Zeichen der Integration und städtischen Einheit, aber auch
des Ausschlusses. Der Rat liess Verbrecher mit glühenden Eisen brandmarken, um ihre
Verbannung aus der Stadt sichtbar zu machen. Brandmarkung wie Verbannung zielten auch auf die Ehre der betroffenen Person – mit weitreichenden Folgen für die Zukunft der Verurteilten.",Integration; Stadt; Stigmatisierung; Gewalt; Körper; Kriminalität; Misshandlung; Täter,Historisches Museum Basel,HMB Inv. 1921.1258 + 1259,https://www.hmb.ch/museen/sammlungsobjekte/einzelansicht/s/brandmarkeisen/,,http://purl.org/dc/dcmitype/Image,image/jpeg,3416x4315,,"CC BY-SA 4.0, Peter Portner
HMB, Inv. 1921.1258 + 1259, Foto Peter Portner",https://creativecommons.org/licenses/by-sa/4.0/,4,79,image,,https://omeka.unibe.ch/files/large/911181c7f8707abf9cf5be396481108944df1bd2.jpg,https://omeka.unibe.ch/files/large/911181c7f8707abf9cf5be396481108944df1bd2.jpg,,
abb14158,,Bürgerrechtsaufnahmen 1400-1798,Stadt.Geschichte.Basel Q122442230,,Neuzeit,"Basels Einbürgerungspolitik wurde im Laufe der Frühen Neuzeit immer restriktiver.
Im 18. Jahrhundert kam es kaum noch zu Neuaufnahmen ins Bürgerrecht (Angaben nach Gschwind 1977, S. 170).",Politik; Migration; Gesetz,"Gschwind, Franz: Bevölkerungsentwicklung und Wirtschaftsstruktur der Landschaft
Basel im 18. Jahrhundert. Ein historisch-demographischer Beitrag zur Sozial- und
Wirtschaftsgeschichte mit besonderer Berücksichtigung der langfristigen Bevölkerungsentwicklung von Stadt (seit 1100) und Landschaft (seit 1500) Basel, Liestal 1977, S. 170.",,,,http://purl.org/dc/dcmitype/Image,application/pdf,1335x679 / 330x145,,"Public Domain Mark
Quelle: Gschwind 1977, S. 170. Bearbeitung:
Nico Görlich / Moritz Twente",https://creativecommons.org/publicdomain/mark/1.0/,4,80,compound_object,,,,,
abb14158_0,abb14158,,Stadt.Geschichte.Basel Q122442230,,Neuzeit,"Basels Einbürgerungspolitik wurde im Laufe der Frühen Neuzeit immer restriktiver.
Im 18. Jahrhundert kam es kaum noch zu Neuaufnahmen ins Bürgerrecht (Angaben nach Gschwind 1977, S. 170).",Politik; Migration; Gesetz,"Gschwind, Franz: Bevölkerungsentwicklung und Wirtschaftsstruktur der Landschaft
Basel im 18. Jahrhundert. Ein historisch-demographischer Beitrag zur Sozial- und
Wirtschaftsgeschichte mit besonderer Berücksichtigung der langfristigen Bevölkerungsentwicklung von Stadt (seit 1100) und Landschaft (seit 1500) Basel, Liestal 1977, S. 170.",,,,http://purl.org/dc/dcmitype/Image,application/pdf,1335x679 / 330x145,,"Public Domain Mark
Quelle: Gschwind 1977, S. 170. Bearbeitung:
Nico Görlich / Moritz Twente",https://creativecommons.org/publicdomain/mark/1.0/,4,80,pdf,https://omeka.unibe.ch/files/original/4f31c039e2ce414ad52f7bee22c7861aa7ab223f.pdf,,,,
abb14158_1,abb14158,,Stadt.Geschichte.Basel Q122442230,,Neuzeit,"Basels Einbürgerungspolitik wurde im Laufe der Frühen Neuzeit immer restriktiver.
Im 18. Jahrhundert kam es kaum noch zu Neuaufnahmen ins Bürgerrecht (Angaben nach Gschwind 1977, S. 170).",Politik; Migration; Gesetz,"Gschwind, Franz: Bevölkerungsentwicklung und Wirtschaftsstruktur der Landschaft
Basel im 18. Jahrhundert. Ein historisch-demographischer Beitrag zur Sozial- und
Wirtschaftsgeschichte mit besonderer Berücksichtigung der langfristigen Bevölkerungsentwicklung von Stadt (seit 1100) und Landschaft (seit 1500) Basel, Liestal 1977, S. 170.",,,,http://purl.org/dc/dcmitype/Image,application/pdf,1335x679 / 330x145,,"Public Domain Mark
Quelle: Gschwind 1977, S. 170. Bearbeitung:
Nico Görlich / Moritz Twente",https://creativecommons.org/publicdomain/mark/1.0/,4,80,pdf,https://omeka.unibe.ch/files/original/cc2ece19caf618c091e6d9d602554c88a67ab08b.pdf,,,,
